,Date,Open,High,Low,Close,Volume,index,Change,change_ratio,Open_R,High_R,Low_R,Vol_R,max_10_R,min_10_R,max_20_R,min_20_R,max_55_R,min_55_R,max_60_R,min_60_R,event,order,position,buy_type,buy_price,open_profit,close_profit,winnloss,cum_profit,day20_profit
24,2013-02-05,28300,28860,28280,28700,227762,20130205,-40.0,-0.00139,-0.015309673000000001,0.004175365,-0.016005567,-0.11459000000000001,-0.0258,0.045919999999999996,-0.07539,0.045919999999999996,,,,,0,0,0,0,0,0,0,0,0,0.0
25,2013-02-06,28800,28860,28540,28540,137943,20130206,-160.0,-0.00557,0.003484321,0.005574913000000001,-0.005574913000000001,-0.39435,-0.01789,0.04009,-0.08054,0.04009,,,,,0,0,0,0,0,0,0,0,0,0.0
26,2013-02-07,28779,28779,28400,28400,194422,20130207,-140.0,-0.00491,0.008374211999999999,0.008374211999999999,-0.004905395999999999,0.40944,-0.01934,0.03499,-0.08505,0.03499,,,,,0,0,0,0,0,0,0,0,0,0.0
27,2013-02-08,28360,29400,28300,29240,268477,20130208,840.0,0.029580000000000002,-0.001408451,0.035211268,-0.003521127,0.3809,0.0,0.0656,-0.05799,0.0656,,,,,0,0,0,0,0,0,0,0,0,0.0
28,2013-02-12,29680,29680,29179,29360,168395,20130212,120.0,0.0041,0.01504788,0.01504788,-0.0020861829999999997,-0.37278,0.0,0.04187,-0.0291,0.06997,,,,,0,0,0,0,0,0,0,0,0,0.0
29,2013-02-13,29480,29780,29120,29740,184181,20130213,380.0,0.01294,0.004087193,0.014305176999999999,-0.008174387,0.09374,0.0,0.04718,-0.00335,0.08382,,,,,0,0,0,0,0,0,0,0,0,0.0
30,2013-02-14,29800,29880,29540,29800,150682,20130214,60.0,0.00202,0.002017485,0.004707465,-0.00672495,-0.18188,0.0,0.0493,0.0,0.08601,,,,,1,1,1,S1,29800,0,0,0,0,0.0
31,2013-02-15,29800,29960,29540,29960,151999,20130215,160.0,0.005370000000000001,0.0,0.005369128000000001,-0.008724832,0.008740000000000001,0.0,0.05492999999999999,0.0,0.09183999999999999,,,,,0,0,1,S1,29800,160,0,0,160,160.0
32,2013-02-18,29800,30020,29620,29800,142199,20130218,-160.0,-0.00534,-0.0053404540000000006,0.00200267,-0.011348465,-0.06447,-0.00534,0.0493,-0.00534,0.08601,,,,,0,0,1,S1,29800,0,0,0,0,0.0
33,2013-02-19,29600,29980,29580,29840,122645,20130219,40.0,0.00134,-0.006711409000000001,0.0060402680000000005,-0.00738255,-0.13751,-0.0040100000000000005,0.0507,-0.0040100000000000005,0.08746,,,,,0,0,1,S1,29800,40,0,0,40,40.0
34,2013-02-20,30040,30900,29940,30900,360787,20130220,1060.0,0.035519999999999996,0.006702413000000001,0.035522788,0.003351206,1.9417200000000001,0.0,0.08803,0.0,0.12609,,,,,0,0,1,S1,29800,1100,0,0,1100,1100.0
35,2013-02-21,30799,31160,30700,31000,262473,20130221,100.0,0.00324,-0.0032686079999999997,0.008414239,-0.006472492,-0.2725,0.0,0.09155,0.0,0.12974000000000002,,,,,0,0,1,S1,29800,1200,0,0,1200,1200.0
36,2013-02-22,30600,30959,30400,30600,277053,20130222,-400.0,-0.0129,-0.012903226,-0.001322581,-0.019354839,0.05555,-0.0129,0.04651,-0.0129,0.11515999999999998,,,,,0,0,1,S1,29800,800,0,0,800,800.0
37,2013-02-25,30980,30980,30600,30600,177951,20130225,0.0,0.0,0.012418301000000001,0.012418301000000001,0.0,-0.3577,-0.0129,0.042230000000000004,-0.0129,0.11515999999999998,,,,,0,0,1,S1,29800,800,0,0,800,800.0
38,2013-02-26,30300,30760,30159,30540,184895,20130226,-60.0,-0.00196,-0.009803922,0.005228758,-0.014411765,0.03902,-0.01484,0.0269,-0.01484,0.08375,,,,,0,0,1,S1,29800,740,0,0,740,740.0
39,2013-02-27,31180,31180,30380,30540,178764,20130227,0.0,0.0,0.020956123,0.020956123,-0.005239031,-0.03316,-0.01484,0.02483,-0.01484,0.07535,,,,,0,0,1,S1,29800,740,0,0,740,740.0
40,2013-02-28,30600,31080,30600,30880,255684,20130228,340.0,0.01113,0.001964637,0.017681729,0.001964637,0.43028999999999995,-0.00387,0.036239999999999994,-0.00387,0.08732000000000001,,,,,0,0,1,S1,29800,1080,0,0,1080,1080.0
41,2013-03-04,31260,31260,30600,30780,265537,20130304,-100.0,-0.00324,0.012305699,0.012305699,-0.009067358000000001,0.03854,-0.0071,0.032889999999999996,-0.0071,0.0838,,,,,0,0,1,S1,29800,980,0,0,980,980.0
42,2013-03-05,31120,31280,30960,31000,185892,20130305,220.0,0.00715,0.011046133999999999,0.016244314,0.005847953,-0.29994,0.0,0.03887,0.0,0.09155,,,,,0,0,1,S1,29800,1200,0,0,1200,1200.0
43,2013-03-06,31440,31500,30940,31200,202973,20130306,200.0,0.00645,0.014193548,0.016129031999999998,-0.001935484,0.09189,0.0,0.02161,0.0,0.09859,,,,,0,0,1,S1,29800,1400,0,0,1400,1400.0
44,2013-03-07,30959,31000,30240,30400,269654,20130307,-800.0,-0.025639999999999996,-0.007724359,-0.006410256,-0.030769231,0.32852,-0.025639999999999996,0.0,-0.025639999999999996,0.07042000000000001,,,,,1,-1,0,S1,0,0,600,1,600,600.0
45,2013-03-08,30300,30340,29780,29980,378820,20130308,-420.0,-0.013819999999999999,-0.003289474,-0.001973684,-0.020394737,0.40484000000000003,-0.0391,0.0,-0.0391,0.05563,,,,,0,0,0,0,0,0,0,1,600,600.0
46,2013-03-11,29860,30240,29700,30160,274965,20130311,180.0,0.006,-0.004002668,0.008672448000000001,-0.00933956,-0.27415,-0.03333,0.006,-0.03333,0.03146,,,,,0,0,0,0,0,0,0,1,600,600.0
47,2013-03-12,30079,30240,29800,29880,174931,20130312,-280.0,-0.00928,-0.0026856759999999997,0.00265252,-0.01193634,-0.36380999999999997,-0.04231,0.0,-0.04231,0.01771,,,,,0,0,0,0,0,0,0,1,600,600.0
48,2013-03-13,30120,30580,30020,30540,226071,20130313,660.0,0.022090000000000002,0.008032129,0.023427041000000003,0.004685408,0.29234,-0.02115,0.022090000000000002,-0.02115,0.0269,,,,,0,0,0,0,0,0,0,1,600,600.0
49,2013-03-14,30560,30680,29980,30400,251156,20130314,-140.0,-0.00458,0.000654879,0.004584152,-0.018336608,0.11095999999999999,-0.025639999999999996,0.0174,-0.025639999999999996,0.020130000000000002,,,,,0,0,0,0,0,0,0,1,600,600.0
50,2013-03-15,30580,30580,29599,29600,732367,20130315,-800.0,-0.02632,0.005921053000000001,0.005921053000000001,-0.026348684,1.91598,-0.05127999999999999,0.0,-0.05127999999999999,0.0,,,,,0,0,0,0,0,0,0,1,600,600.0
51,2013-03-18,29200,29200,28680,28900,528791,20130318,-700.0,-0.02365,-0.013513513999999999,-0.013513513999999999,-0.031081081,-0.27797,-0.07372000000000001,0.0,-0.07372000000000001,0.0,,,,,0,0,0,0,0,0,0,1,600,600.0
52,2013-03-19,29000,29839,28960,29500,279542,20130319,600.0,0.02076,0.0034602079999999998,0.032491348999999996,0.002076125,-0.47136000000000006,-0.05449,0.02076,-0.05449,0.02076,,,,,0,0,0,0,0,0,0,1,600,600.0
53,2013-03-20,29200,29700,29120,29200,270315,20130320,-300.0,-0.01017,-0.010169491999999999,0.006779661,-0.012881356000000002,-0.033010000000000005,-0.04388,0.01038,-0.0641,0.01038,,,,,0,0,0,0,0,0,0,1,600,600.0
54,2013-03-21,29220,29480,29119,29140,235371,20130321,-60.0,-0.00205,0.000684932,0.009589041,-0.002773973,-0.12927,-0.04584,0.0083,-0.06602999999999999,0.0083,-0.07551000000000001,0.06195,,,0,0,0,0,0,0,0,1,600,600.0
55,2013-03-22,29160,29360,29040,29100,213742,20130322,-40.0,-0.00137,0.0006863419999999999,0.00754976,-0.0034317090000000002,-0.09189,-0.04715,0.00692,-0.06731000000000001,0.00692,-0.06731000000000001,0.0605,,,0,0,0,0,0,0,0,1,600,600.0
56,2013-03-25,29600,29900,29400,29900,205441,20130325,800.0,0.027489999999999997,0.017182131,0.027491408999999998,0.010309278,-0.03884,-0.02096,0.0346,-0.04167,0.0346,-0.04167,0.08965,,,0,0,0,0,0,0,0,1,600,600.0
57,2013-03-26,29900,30440,29820,30180,336600,20130326,280.0,0.00936,0.0,0.018060201,-0.002675585,0.63843,-0.01179,0.044289999999999996,-0.03269,0.044289999999999996,-0.03269,0.09985,,,0,0,0,0,0,0,0,1,600,600.0
58,2013-03-27,30300,30320,29740,30080,257628,20130327,-100.0,-0.00331,0.003976143,0.0046388340000000005,-0.014579192,-0.23462,-0.01053,0.04083,-0.0359,0.04083,-0.0359,0.09621,,,0,0,0,0,0,0,0,1,600,600.0
59,2013-03-28,30059,30200,29940,30200,159792,20130328,120.0,0.00399,-0.0006981380000000001,0.003989362,-0.004654255,-0.37976,0.0,0.04498,-0.03205,0.04498,-0.03205,0.10057999999999999,-0.04188,0.10057999999999999,0,0,0,0,0,0,0,1,600,600.0
60,2013-03-29,30480,30640,30340,30540,190674,20130329,340.0,0.01126,0.009271523,0.014569536000000001,0.004635762,0.19326,0.0,0.05675,-0.02115,0.05675,-0.02115,0.11297,-0.02115,0.11297,0,0,0,0,0,0,0,1,600,600.0
61,2013-04-01,30700,30700,30239,30240,105910,20130401,-300.0,-0.00982,0.005239031,0.005239031,-0.009855926999999999,-0.44455,-0.00982,0.03918,-0.03077,0.04637,-0.03077,0.10203999999999999,-0.03077,0.10203999999999999,0,0,0,0,0,0,0,1,600,600.0
62,2013-04-02,30199,30640,30199,30500,171497,20130402,260.0,0.0086,-0.00135582,0.013227513,-0.00135582,0.61927,-0.00131,0.04811,-0.02244,0.05536,-0.02244,0.11152000000000001,-0.02244,0.11152000000000001,0,0,0,0,0,0,0,1,600,600.0
63,2013-04-03,30519,30560,30180,30420,217654,20130403,-80.0,-0.00262,0.000622951,0.0019672129999999998,-0.010491803000000001,0.26914,-0.0039299999999999995,0.045360000000000004,-0.0039299999999999995,0.0526,-0.025,0.1086,-0.025,0.1086,0,0,0,0,0,0,0,1,600,600.0
64,2013-04-04,30340,30380,29980,30120,214009,20130404,-300.0,-0.009859999999999999,-0.002629849,-0.0013149239999999999,-0.014464168000000001,-0.01675,-0.01375,0.03505,-0.01375,0.042210000000000004,-0.03462,0.09767,-0.03462,0.09767,0,0,0,0,0,0,0,1,600,0.0
65,2013-04-05,30099,30320,29860,30100,299547,20130405,-20.0,-0.00066,-0.0006972110000000001,0.006640106,-0.008632138000000001,0.39969,-0.01441,0.006690000000000001,-0.01441,0.04152,-0.03526,0.09694,-0.03526,0.09694,0,0,0,0,0,0,0,1,600,0.0
66,2013-04-08,30100,30620,29940,30400,259190,20130408,300.0,0.00997,0.0,0.017275748,-0.005315615,-0.13473,-0.00458,0.01064,-0.00458,0.0519,-0.025639999999999996,0.10787000000000001,-0.025639999999999996,0.10787000000000001,0,0,0,0,0,0,0,1,600,0.0
67,2013-04-09,30540,30599,30200,30560,184880,20130409,160.0,0.00526,0.004605263,0.0065460530000000005,-0.006578947,-0.2867,0.0,0.01596,0.0,0.05744,-0.02051,0.1137,-0.02051,0.1137,0,0,0,0,0,0,0,1,600,0.0
68,2013-04-10,30800,30800,30260,30420,235594,20130410,-140.0,-0.00458,0.007853403,0.007853403,-0.009816754,0.27431,-0.00458,0.01063,-0.00458,0.0526,-0.025,0.1086,-0.025,0.1086,0,0,0,0,0,0,0,1,600,0.0
69,2013-04-11,30420,30800,30359,30800,225830,20130411,380.0,0.012490000000000001,0.0,0.012491782,-0.00200526,-0.04144,0.0,0.02326,0.0,0.06573999999999999,-0.012819999999999998,0.12245,-0.012819999999999998,0.12245,0,0,0,0,0,0,0,1,600,0.0
70,2013-04-12,30800,31000,30260,30340,214881,20130412,-460.0,-0.01494,0.0,0.006493506,-0.017532468,-0.04848,-0.01494,0.00797,-0.01494,0.04983,-0.02756,0.10569,-0.02756,0.10569,0,0,0,0,0,0,0,1,600,0.0
71,2013-04-15,30060,30699,30060,30460,215346,20130415,120.0,0.00396,-0.009228741,0.011832563999999999,-0.009228741,0.00216,-0.011040000000000001,0.01196,-0.011040000000000001,0.04674,-0.023719999999999998,0.11005999999999999,-0.023719999999999998,0.11005999999999999,0,0,0,0,0,0,0,1,600,0.0
72,2013-04-16,30100,30640,30020,30560,371037,20130416,100.0,0.00328,-0.011818779,0.005909389,-0.014445174,0.7229800000000001,-0.007790000000000001,0.015280000000000002,-0.007790000000000001,0.05017,-0.02051,0.1137,-0.02051,0.1137,0,0,0,0,0,0,0,1,600,0.0
73,2013-04-17,31320,31320,30280,30360,209822,20130417,-200.0,-0.006540000000000001,0.02486911,0.02486911,-0.009162304,-0.4345,-0.01429,0.00864,-0.01429,0.0433,-0.02692,0.07736,-0.02692,0.10640999999999999,0,0,0,0,0,0,0,1,600,0.0
74,2013-04-18,30400,30440,29619,29660,267168,20130418,-700.0,-0.02306,0.001317523,0.002635046,-0.024407115,0.27331,-0.03701,0.0,-0.03701,0.01924,-0.04936,0.04437,-0.04936,0.0809,0,0,0,0,0,0,0,1,600,0.0
75,2013-04-19,29299,29839,29100,29500,314080,20130419,-160.0,-0.00539,-0.012171274,0.006035064000000001,-0.018880647,0.17559,-0.042210000000000004,0.0,-0.042210000000000004,0.0,-0.05449,0.03873,-0.05449,0.07507,0,0,0,0,0,0,0,1,600,0.0
76,2013-04-22,29800,30059,29299,30060,186717,20130422,560.0,0.01898,0.010169491999999999,0.018949153,-0.006813559,-0.40551,-0.024030000000000003,0.01898,-0.024030000000000003,0.01898,-0.036539999999999996,0.05845,-0.036539999999999996,0.09548,0,0,0,0,0,0,0,1,600,0.0
77,2013-04-23,29999,30060,29480,29660,177297,20130423,-400.0,-0.013309999999999999,-0.002029275,0.0,-0.019294744,-0.05045,-0.03701,0.00542,-0.03701,0.00542,-0.04936,0.04437,-0.04936,0.0809,0,0,0,0,0,0,0,1,600,0.0
78,2013-04-24,29700,29880,29480,29720,201731,20130424,60.0,0.00202,0.0013486179999999998,0.007417396999999999,-0.00606878,0.13781,-0.03506,0.00746,-0.03506,0.00746,-0.047439999999999996,0.04648,-0.047439999999999996,0.05465,0,0,0,0,0,0,0,1,600,0.0
79,2013-04-25,29400,29880,29400,29880,209278,20130425,160.0,0.005379999999999999,-0.01076716,0.00538358,-0.01076716,0.03741,-0.02225,0.01288,-0.029869999999999997,0.01288,-0.04231,0.052110000000000004,-0.04231,0.052110000000000004,0,0,0,0,0,0,0,1,600,0.0
80,2013-04-26,29900,29939,29440,29720,233032,20130426,-160.0,-0.00535,0.000669344,0.001974565,-0.014725568999999999,0.1135,-0.027489999999999997,0.00746,-0.03506,0.00746,-0.047439999999999996,0.04648,-0.047439999999999996,0.04648,0,0,0,0,0,0,0,1,600,0.0
81,2013-04-29,29820,29839,29500,29620,170003,20130429,-100.0,-0.00336,0.003364738,0.004004038,-0.007402423000000001,-0.27047,-0.030760000000000003,0.004070000000000001,-0.038310000000000004,0.004070000000000001,-0.05064,0.024909999999999998,-0.05064,0.042960000000000005,0,0,0,0,0,0,0,1,600,0.0
82,2013-04-30,29800,30600,29760,30400,374100,20130430,780.0,0.026330000000000003,0.006076975,0.033085752999999996,0.004726536,1.20055,0.0,0.030510000000000002,-0.01299,0.030510000000000002,-0.025639999999999996,0.0519,-0.025639999999999996,0.07042000000000001,0,0,0,0,0,0,0,1,600,0.0
83,2013-05-02,30520,30640,30340,30560,200979,20130502,160.0,0.00526,0.003947368,0.007894736999999999,-0.001973684,-0.46276999999999996,0.0,0.035930000000000004,-0.007790000000000001,0.035930000000000004,-0.02051,0.05744,-0.02051,0.07606,0,0,0,0,0,0,0,1,600,0.0
84,2013-05-03,30700,30740,30420,30700,131181,20130503,140.0,0.00458,0.004581152,0.005890052,-0.004581152,-0.34729,0.0,0.04068,-0.00325,0.04068,-0.016030000000000003,0.062279999999999995,-0.016030000000000003,0.08098999999999999,0,0,0,0,0,0,0,1,600,0.0
85,2013-05-06,30800,30800,30240,30280,173086,20130506,-420.0,-0.013680000000000001,0.003257329,0.003257329,-0.014983713000000001,0.31944,-0.013680000000000001,0.02228,-0.016880000000000003,0.026439999999999998,-0.02949,0.04775,-0.02949,0.0662,0,0,0,0,0,0,0,1,600,0.0
86,2013-05-07,30160,30160,29820,29860,228690,20130507,-420.0,-0.013869999999999999,-0.003963012,-0.003963012,-0.015191546,0.32125,-0.027360000000000002,0.0081,-0.03052,0.0122,-0.04295,0.03322,-0.04295,0.03322,0,0,0,0,0,0,0,1,600,0.0
87,2013-05-08,29860,29960,29579,29760,298439,20130508,-100.0,-0.00335,0.0,0.003348962,-0.009410583,0.30499,-0.030619999999999998,0.00473,-0.03377,0.00881,-0.04615,0.02976,-0.04615,0.02976,0,0,0,0,0,0,0,1,600,0.0
88,2013-05-09,29800,30400,29780,30300,216123,20130509,540.0,0.01815,0.001344086,0.021505376,0.000672043,-0.27581999999999995,-0.013030000000000002,0.022959999999999998,-0.01623,0.02712,-0.02885,0.04844,-0.02885,0.04844,0,0,0,0,0,0,0,1,600,0.0
89,2013-05-10,30280,30280,29520,29520,235897,20130510,-780.0,-0.02574,-0.0006600660000000001,-0.0006600660000000001,-0.025742574,0.09149,-0.038439999999999995,0.0,-0.038439999999999995,0.0006799999999999999,-0.05385,0.02145,-0.05385,0.02145,0,0,0,0,0,0,0,1,600,0.0
90,2013-05-13,29420,29600,29239,29540,175002,20130513,20.0,0.0006799999999999999,-0.003387534,0.0027100270000000003,-0.00951897,-0.25814000000000004,-0.03779,0.0006799999999999999,-0.03779,0.0013599999999999999,-0.05321,0.02215,-0.05321,0.02215,0,0,0,0,0,0,0,1,600,0.0
91,2013-05-14,29740,30000,29659,30000,180053,20130514,460.0,0.015569999999999999,0.006770481,0.015572106,0.004028436,0.028860000000000004,-0.0228,0.01626,-0.0228,0.01695,-0.03846,0.038060000000000004,-0.03846,0.038060000000000004,0,0,0,0,0,0,0,1,600,0.0
92,2013-05-15,29700,30000,29680,30000,211896,20130515,0.0,0.0,-0.01,0.0,-0.010666667,0.17685,-0.0228,0.01626,-0.0228,0.01695,-0.03846,0.038060000000000004,-0.03846,0.038060000000000004,0,0,0,0,0,0,0,1,600,0.0
93,2013-05-16,30020,30280,30000,30160,293151,20130516,160.0,0.00533,0.000666667,0.009333333000000001,0.0,0.38347,-0.01759,0.02168,-0.01759,0.022369999999999998,-0.03333,0.0436,-0.03333,0.0436,0,0,0,0,0,0,0,1,600,0.0
94,2013-05-20,30040,30240,29920,29940,245777,20130520,-220.0,-0.0072900000000000005,-0.00397878,0.00265252,-0.00795756,-0.1616,-0.01188,0.014230000000000001,-0.02476,0.01492,-0.04038,0.03599,-0.04038,0.03599,0,0,0,0,0,0,0,1,600,0.0
95,2013-05-21,30200,30200,29700,29840,232008,20130521,-100.0,-0.0033399999999999997,0.008684035,0.008684035,-0.008016032,-0.05602000000000001,-0.01518,0.01084,-0.028010000000000004,0.01084,-0.04359,0.03253,-0.04359,0.03253,0,0,0,0,0,0,0,1,600,0.0
96,2013-05-22,30080,30200,29820,30180,198462,20130522,340.0,0.01139,0.008042895,0.012064343,-0.000670241,-0.14459,-0.00396,0.022359999999999998,-0.01694,0.022359999999999998,-0.03269,0.044289999999999996,-0.03269,0.044289999999999996,0,0,0,0,0,0,0,1,600,0.0
97,2013-05-23,29840,30040,29680,29680,239883,20130523,-500.0,-0.016569999999999998,-0.011265738999999999,-0.0046388340000000005,-0.016567263,0.20870999999999998,-0.02046,0.00542,-0.03322,0.00542,-0.04872,0.026989999999999997,-0.04872,0.026989999999999997,0,0,0,0,0,0,0,1,600,0.0
98,2013-05-24,29740,29880,29440,29720,203812,20130524,40.0,0.00135,0.002021563,0.006738544,-0.008086253,-0.15037,-0.01524,0.00678,-0.03192,0.00678,-0.03506,0.02837,-0.047439999999999996,0.02837,0,0,0,0,0,0,0,1,600,0.0
99,2013-05-27,29800,29980,29740,29780,122928,20130527,60.0,0.00202,0.00269179,0.008748318,0.000672948,-0.39686,-0.01325,0.00812,-0.02997,0.00881,-0.03312,0.03045,-0.04551,0.03045,0,0,0,0,0,0,0,1,600,0.0
100,2013-05-28,29620,29920,29620,29680,231761,20130528,-100.0,-0.00336,-0.005372733,0.004701142,-0.005372733,0.88534,-0.016569999999999998,0.0,-0.03322,0.00542,-0.03636,0.026989999999999997,-0.04872,0.026989999999999997,0,0,0,0,0,0,0,1,600,0.0
101,2013-05-29,29680,30459,29660,30240,295211,20130529,560.0,0.018869999999999998,0.0,0.026246631,-0.000673854,0.27376999999999996,0.0,0.018869999999999998,-0.014980000000000002,0.024390000000000002,-0.01818,0.04637,-0.03077,0.04637,0,0,0,0,0,0,0,1,600,0.0
102,2013-05-30,30360,30980,30239,30880,455560,20130530,640.0,0.021159999999999998,0.003968254,0.024470898999999997,-3.3100000000000005e-05,0.5431699999999999,0.0,0.04043,0.0,0.04607,0.0,0.06851,-0.01026,0.06851,1,1,1,S2,30880,0,0,1,600,0.0
103,2013-05-31,30920,31180,30740,30760,360501,20130531,-120.0,-0.00389,0.001295337,0.009715026,-0.0045336790000000005,-0.20865999999999998,-0.00389,0.03639,-0.00389,0.042010000000000006,-0.00389,0.06436,-0.00389,0.06436,0,0,1,S2,30880,-120,0,1,480,-120.0
104,2013-06-03,30720,31180,30560,30640,206189,20130603,-120.0,-0.0039,-0.00130039,0.013654096000000001,-0.006501951,-0.42805,-0.00777,0.03235,-0.00777,0.037939999999999995,-0.00777,0.06021,-0.00777,0.06021,0,0,1,S2,30880,-240,0,1,360,-240.0
105,2013-06-04,30659,30840,30420,30800,169932,20130604,160.0,0.005220000000000001,0.000620104,0.006527415,-0.0071801569999999995,-0.17584,-0.00259,0.037739999999999996,-0.00259,0.04336,-0.00259,0.06573999999999999,-0.00259,0.06573999999999999,0,0,1,S2,30880,-80,0,1,520,-80.0
106,2013-06-05,30980,31060,30420,30420,271813,20130605,-380.0,-0.01234,0.005844156,0.008441558,-0.012337662,0.59954,-0.0149,0.02493,-0.0149,0.030489999999999996,-0.0149,0.045360000000000004,-0.0149,0.0526,0,0,1,S2,30880,-460,0,1,140,-460.0
107,2013-06-07,29500,29700,28479,28540,1085816,20130607,-1880.0,-0.0618,-0.030243261,-0.023668638999999998,-0.06380670599999999,2.99472,-0.07578,0.0,-0.07578,0.0,-0.07578,0.0,-0.07578,0.0,1,-1,0,S2,0,0,-2340,0,-1740,-2340.0
